job_id,job_title,company_name,location,industry,employment_type,experience_level,posting_date,job_description,required_skills,degree_required,degrees_accepted,min_salary,max_salary,avg_salary
451,Architect,Foster + Partners,"Oxford, UK",Architecture,Contract,Head of,9/4/2025,"Develop architectural concepts, prepare design documentation and collaborate with clients and consultants on building projects. Key requirements include autocad, revit, bim, and cad.","autocad, revit, bim, cad, presentation",BArch Architecture,BArch Architecture; MA Interior Design; MA Urban Design; BEng Civil Engineering,68000,92000,79750
452,Social Worker,Barnardo’s,"Edinburgh, UK",Public Services,Part-time,Apprentice,7/14/2025,"Assess needs, safeguard vulnerable people and coordinate support plans across community or statutory services. Key requirements include safeguarding, communication, reporting, and confidentiality.","safeguarding, communication, reporting, confidentiality, decision making",BA Social Work,BA Social Work; MSc Psychology; BSc Sociology; BSc Health Sciences,16573,30403,23488
453,Management Consultant,Accenture,"London, UK",Business Consulting,Part-time,Associate,1/2/2025,"Analyse business problems, structure recommendations and support transformation or strategy projects for clients. Key requirements include stakeholder management, presentation, business analysis, and strategic planning.","stakeholder management, presentation, business analysis, strategic planning, communication",BA Business Management,BA Business Management; MSc Management; BSc Economics; BSc Computer Science,48505,76127,62316
454,Mobile Developer,Deliveroo,"Sheffield, UK",Technology,Contract,Apprentice,6/30/2025,"Build and improve mobile applications, collaborating with product and engineering teams to deliver high-quality user experiences. Key requirements include java, javascript, git, and rest api.","java, javascript, git, rest api, agile",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Digital Media,23833,38833,31333
455,Surveyor,JLL,"Bristol, UK",Real Estate,Contract,Principal,11/18/2025,"Inspect sites and assets, prepare reports and support valuation, planning or project delivery activities. Key requirements include reporting, risk management, research, and communication.","reporting, risk management, research, communication, stakeholder management",BSc Surveying,BSc Surveying; MEng Civil Engineering; BSc Real Estate; BArch Architecture,95599,155797,125698
456,Radiologist,Nuffield Health,"London, UK",Healthcare,Full-time,Specialist,6/10/2025,"Interpret medical imaging, contribute to diagnosis and support safe, accurate patient care pathways. Key requirements include clinical assessment, patient care, reporting, and communication.","clinical assessment, patient care, reporting, communication, decision making",MBBS Medicine,MBBS Medicine; MSc Radiography; BSc Medical Sciences; BSc Biomedical Science,69979,119005,94492
457,Legal Counsel,HSBC,"Brighton, UK",Legal,Part-time,Intern,11/24/2025,"Advise internal stakeholders on legal matters, draft agreements and support compliance and risk management activity. Key requirements include contract drafting, legal research, compliance, and negotiation.","contract drafting, legal research, compliance, negotiation, writing",LLB Law,LLB Law; MBA; BSc Finance; BA Politics,27623,36873,32248
458,Community Manager,BBC,"Aberdeen, UK",Marketing,Contract,Senior,11/1/2025,"Manage online communities, support audience engagement and help shape brand communication across digital channels. Key requirements include communication, content strategy, stakeholder engagement, and writing.","communication, content strategy, stakeholder engagement, writing, research",BA Marketing,BA Marketing; MSc Strategic Communication; BA Business Management; BSc Digital Media,37000,50000,43200
459,Management Consultant,Accenture,"Hybrid, UK",Business Consulting,Full-time,Graduate,5/17/2025,"Analyse business problems, structure recommendations and support transformation or strategy projects for clients. Key requirements include stakeholder management, presentation, business analysis, and strategic planning.","stakeholder management, presentation, business analysis, strategic planning, communication",BA Business Management,BA Business Management; MSc Management; BSc Economics; BSc Computer Science,29803,51778,40790
693,Dentist,Bupa Dental Care,"Manchester, UK",Healthcare,Full-time,Executive,7/19/2025,"Diagnose and treat oral health conditions, communicate care plans to patients and maintain accurate clinical records. Key requirements include patient care, clinical assessment, communication, and reporting.","patient care, clinical assessment, communication, reporting, decision making",BDS Dentistry,BDS Dentistry; MSc Oral Health Sciences; MBBS Medicine; BSc Biomedical Science,96000,129000,112500
461,Data Engineer,Sky,"Liverpool, UK",Data & Analytics,Contract,Senior,6/30/2025,"Build and maintain data pipelines, prepare datasets and support reliable analytics and reporting workflows. Key requirements include python, sql, etl, and data wrangling.","python, sql, etl, data wrangling, aws, reporting",BSc Data Science,BSc Data Science; MSc Computer Science; BEng Software Engineering; BSc Mathematics,74732,104268,89500
462,Clinical Psychologist,Bupa,"Oxford, UK",Healthcare,Full-time,C-Suite,4/27/2025,"Assess psychological needs, deliver evidence-based interventions and contribute to multidisciplinary care planning. Key requirements include clinical assessment, communication, safeguarding, and research.","clinical assessment, communication, safeguarding, research, reporting",BSc Psychology,BSc Psychology; MSc Clinical Psychology; BSc Health Sciences; BSc Counselling Psychology,76000,103000,90000
463,Event Planner,Live Nation,"Birmingham, UK",Events,Full-time,Principal,1/15/2025,"Plan and deliver events, coordinate suppliers and maintain high service standards through detailed scheduling and communication. Key requirements include organisation, communication, stakeholder management, and time management.","organisation, communication, stakeholder management, time management, presentation",BA Event Management,BA Event Management; MSc Hospitality Management; BA Business Management; BA Marketing,54000,72000,62999
464,Nurse,Bupa,"Belfast, UK",Healthcare,Part-time,Associate,8/10/2025,"Provide nursing care, monitor patients and maintain safe, compassionate and well-documented clinical practice. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, medication management",BSc Nursing,BSc Nursing; MSc Health Sciences; MBBS Medicine; BSc Biomedical Science,47933,57924,52928
465,Farmer,Arla,"London, UK",Agriculture,Contract,Intern,4/12/2025,"Manage agricultural operations, monitor productivity and maintain safe, efficient working practices across farm activities. Key requirements include organisation, time management, problem solving, and reporting.","organisation, time management, problem solving, reporting, teamwork",BSc Agriculture,BSc Agriculture; MSc Environmental Science; BSc Biology; BSc Animal Science,14000,19000,16500
466,Copywriter,Ogilvy,Remote (Global),Media & Publishing,Part-time,Manager,4/13/2025,"Write clear, persuasive content for campaigns, digital channels or editorial projects while adapting tone to audience needs. Key requirements include writing, research, content strategy, and communication.","writing, research, content strategy, communication, presentation",BA English,BA English; MSc Strategic Communication; BA Marketing; BSc Journalism,37000,50000,43750
467,Cloud Engineer,Capgemini,"Belfast, UK",Technology,Full-time,Junior,10/18/2025,"Implement and support cloud infrastructure, monitor environments and improve platform reliability and scalability. Key requirements include aws, azure, gcp, and linux.","aws, azure, gcp, linux, bash, troubleshooting",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,32860,53480,43170
468,Product Manager,Sage,"Exeter, UK",Technology,Full-time,Head of,8/21/2025,"Own product roadmaps, gather requirements and coordinate cross-functional teams to deliver customer value. Key requirements include stakeholder management, agile, presentation, and decision making.","stakeholder management, agile, presentation, decision making, research",BA Business Management,BA Business Management; MSc Computer Science; BSc Information Technology; BSc Management,105670,170993,138331
469,Investment Banker,Goldman Sachs,"Belfast, UK",Finance,Full-time,Manager,4/28/2025,"Support transaction execution, financial analysis and client presentations across banking and capital markets activity. Key requirements include financial modelling, excel, risk analysis, and presentation.","financial modelling, excel, risk analysis, presentation, stakeholder management",BSc Finance,BSc Finance; MSc Economics; BSc Accounting; BSc Mathematics,87730,132739,110234
470,Research Scientist,Cancer Research UK,"Glasgow, UK",Biotechnology,Full-time,Mid-level,2/13/2025,"Design and conduct research studies, analyse findings and contribute to scientific reporting and innovation. Key requirements include research, data analysis, reporting, and communication.","research, data analysis, reporting, communication, problem solving",BSc Biology,BSc Biology; MSc Chemistry; BSc Biomedical Science; BSc Environmental Science; PhD Biology,52832,73160,62996
471,UX Designer,Skyscanner,"Remote, UK",Technology,Part-time,Specialist,5/9/2025,"Research user needs, create experience concepts and support intuitive digital product design. Key requirements include research, presentation, communication, and critical thinking.","research, presentation, communication, critical thinking",BSc Computer Science,BSc User Experience Design; MA Graphic Design; BSc Computer Science; BSc Digital Media,46000,63000,54600
472,Cloud Engineer,Accenture,"Reading, UK",Technology,Temporary,Junior,9/3/2025,"Implement and support cloud infrastructure, monitor environments and improve platform reliability and scalability. Key requirements include aws, azure, gcp, and linux.","aws, azure, gcp, linux, bash, troubleshooting",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,34985,48569,41777
473,Logistics Coordinator,Amazon,"Manchester, UK",Logistics,Temporary,Graduate,4/19/2025,"Coordinate shipments and schedules, communicate with suppliers and maintain efficient operational tracking and reporting. Key requirements include organisation, reporting, communication, and stakeholder management.","organisation, reporting, communication, stakeholder management, problem solving",BSc Logistics and Supply Chain Management,BSc Logistics and Supply Chain Management; MBA; BSc Supply Chain Management; BSc Operations and Supply Chain Management,31506,42760,37133
474,Cybersecurity Analyst,BT,"Hull, UK",Cybersecurity,Part-time,Junior,2/26/2025,"Monitor security events, investigate threats and support compliance and risk reduction across digital systems. Key requirements include siem, nist, iso 27001, and vulnerability assessment.","siem, nist, iso 27001, vulnerability assessment, incident response, osint",BSc Cybersecurity,BSc Cybersecurity; MSc Computer Science; BSc Information Technology; BEng Software Engineering,37090,57621,47355
475,Community Manager,Monzo,"Portsmouth, UK",Marketing,Contract,Freelance,11/29/2025,"Manage online communities, support audience engagement and help shape brand communication across digital channels. Key requirements include communication, content strategy, stakeholder engagement, and writing.","communication, content strategy, stakeholder engagement, writing, research",BA Marketing,BA Marketing; MSc Strategic Communication; BA Business Management; BSc Digital Media,31000,41000,36000
476,Frontend Developer,Monzo,"Portsmouth, UK",Technology,Part-time,Senior,4/20/2025,"Develop responsive user interfaces and integrate frontend components that improve usability and performance. Key requirements include javascript, html, css, and git.","javascript, html, css, git, rest api",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Digital Media,76940,127663,102301
477,Marketing Executive,BBC,"Hybrid, UK",Marketing,Contract,Entry Level,12/1/2025,"Support campaign planning and execution across digital channels, using insight to improve performance and reach. Key requirements include seo, ppc, google analytics, and content strategy.","seo, ppc, google analytics, content strategy, communication",BA Marketing,BA Marketing; MSc Strategic Communication; BA Business Management; BSc Digital Media,26591,41591,34091
478,Architect,Foster + Partners,"Hull, UK",Architecture,Part-time,Manager,10/14/2025,"Develop architectural concepts, prepare design documentation and collaborate with clients and consultants on building projects. Key requirements include autocad, revit, bim, and cad.","autocad, revit, bim, cad, presentation",BArch Architecture,BArch Architecture; MA Interior Design; MA Urban Design; BEng Civil Engineering,91295,120557,105926
479,Solicitor,Irwin Mitchell,"Hybrid, UK",Legal,Internship,Specialist,12/31/2025,"Advise clients on legal matters, draft documents and support case or transaction work with strong attention to detail. Key requirements include legal research, contract drafting, compliance, and writing.","legal research, contract drafting, compliance, writing, communication",LLB Law,LLB Law; MA Criminology; BA Business Management; BA Politics,65339,130045,97692
480,Project Engineer,Jacobs,"Brighton, UK",Engineering,Full-time,Specialist,1/24/2026,"Coordinate engineering projects, monitor delivery milestones and support technical planning, reporting and stakeholder communication. Key requirements include stakeholder management, reporting, risk management, and communication.","stakeholder management, reporting, risk management, communication, organisation",BEng Engineering,BEng Mechanical Engineering; MEng Electrical Engineering; BEng Civil Engineering; BSc Project Management,60282,124077,92179
481,Structural Engineer,Arup,"Birmingham, UK",Engineering,Part-time,Entry Level,1/21/2025,"Design and assess structural systems, produce technical documentation and support safe, compliant construction outcomes. Key requirements include cad, revit, fea, and problem solving.","cad, revit, fea, problem solving, reporting",BEng Civil Engineering,BEng Civil Engineering; MEng Structural Engineering; BArch Architecture; BEng Mechanical Engineering,29396,48008,38702
482,UX/UI Designer,Monzo,"Glasgow, UK",Technology,Full-time,Entry Level,9/30/2025,"Design user interfaces and user journeys that improve usability, accessibility and engagement across digital products. Key requirements include research, presentation, communication, and critical thinking.","research, presentation, communication, critical thinking",BSc Computer Science,BSc User Experience Design; MA Graphic Design; BSc Digital Media; BSc Computer Science,31415,44327,37871
483,Social Worker,Local Authority,"London, UK",Public Services,Temporary,Specialist,3/8/2025,"Assess needs, safeguard vulnerable people and coordinate support plans across community or statutory services. Key requirements include safeguarding, communication, reporting, and confidentiality.","safeguarding, communication, reporting, confidentiality, decision making",BA Social Work,BA Social Work; MSc Psychology; BSc Sociology; BSc Health Sciences,40000,54000,47250
484,Cybersecurity Analyst,BAE Systems,Remote (Global),Cybersecurity,Part-time,Associate,2/8/2025,"Monitor security events, investigate threats and support compliance and risk reduction across digital systems. Key requirements include siem, nist, iso 27001, and vulnerability assessment.","siem, nist, iso 27001, vulnerability assessment, incident response, osint",BSc Cybersecurity,BSc Cybersecurity; MSc Computer Science; BSc Information Technology; BEng Software Engineering,43735,57879,50807
485,Film Director,Channel 4,"Reading, UK",Media & Publishing,Contract,Intern,4/28/2025,"Lead creative production, guide cast and crew and deliver compelling visual storytelling across film projects. Key requirements include leadership, presentation, communication, and decision making.","leadership, presentation, communication, decision making, stakeholder management",BA Film Production,BA Film Production; MA Media Studies; BSc Media and Communication; BSc Digital Media,18381,33571,25976
486,Compliance Officer,HSBC,"Sheffield, UK",Finance,Part-time,Graduate,11/5/2025,"Monitor regulatory compliance, support internal controls and help maintain strong governance and reporting processes. Key requirements include compliance, risk management, reporting, and writing.","compliance, risk management, reporting, writing, communication",LLB Law,LLB Law; MBA; BSc Finance; BSc Economics,26852,44716,35784
487,Paralegal,Irwin Mitchell,"Sheffield, UK",Legal,Part-time,Executive,9/23/2025,"Support legal teams through research, document preparation and case or transaction administration. Key requirements include legal research, writing, organisation, and communication.","legal research, writing, organisation, communication, due diligence",LLB Law,LLB Law; MA Criminology; BA Business Management; BA Politics,41000,55000,48000
488,Solicitor,Irwin Mitchell,"Liverpool, UK",Legal,Part-time,Associate,7/25/2025,"Advise clients on legal matters, draft documents and support case or transaction work with strong attention to detail. Key requirements include legal research, contract drafting, compliance, and writing.","legal research, contract drafting, compliance, writing, communication",LLB Law,LLB Law; MA Criminology; BA Business Management; BA Politics,47246,83996,65621
489,Scrum Master,BT,"Manchester, UK",Technology,Internship,Junior,3/17/2025,"Facilitate agile ceremonies, remove blockers and support high-performing cross-functional teams. Key requirements include agile, scrum, stakeholder management, and leadership.","agile, scrum, stakeholder management, leadership, communication",BA Business Management,BA Business Management; MSc Management; BSc Computer Science; BSc Project Management,40000,54000,46800
490,Laboratory Technician,NHS,"Edinburgh, UK",Healthcare,Part-time,Manager,5/10/2025,"Prepare samples, support laboratory testing and maintain accurate records in line with quality and safety procedures. Key requirements include reporting, research, communication, and confidentiality.","reporting, research, communication, confidentiality, organisation",BSc Biomedical Science,BSc Biomedical Science; MSc Biology; BSc Chemistry; BSc Health Sciences,86663,138092,112377
491,Plumber,Homeserve,"London, UK",Engineering Services,Full-time,Senior,4/26/2025,"Install and maintain plumbing systems, diagnose faults and complete repair work to required safety and quality standards. Key requirements include troubleshooting, problem solving, communication, and reporting.","troubleshooting, problem solving, communication, reporting, risk management",Level 2 Plumbing Diploma,Level 2 Plumbing Diploma; Water Regulations qualification; BEng Civil Engineering; MSc Building Services; BSc Construction Management,38000,51000,44400
492,Solutions Architect,Accenture,Hybrid (London),Technology,Contract,Senior,3/22/2025,"Design end-to-end solution architectures that align business requirements with secure and scalable technical delivery. Key requirements include aws, azure, rest api, and stakeholder management.","aws, azure, rest api, stakeholder management, presentation",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Business Information Systems,76590,100551,88570
493,Investment Banker,Goldman Sachs,"Milton Keynes, UK",Finance,Full-time,Junior,1/8/2026,"Support transaction execution, financial analysis and client presentations across banking and capital markets activity. Key requirements include financial modelling, excel, risk analysis, and presentation.","financial modelling, excel, risk analysis, presentation, stakeholder management",BSc Finance,BSc Finance; MSc Economics; BSc Accounting; BSc Mathematics,30474,64084,47279
494,Data Engineer,Sky,"Derry, UK",Data & Analytics,Part-time,Intern,5/8/2025,"Build and maintain data pipelines, prepare datasets and support reliable analytics and reporting workflows. Key requirements include python, sql, etl, and data wrangling.","python, sql, etl, data wrangling, aws, reporting",BSc Data Science,BSc Data Science; MSc Computer Science; BEng Software Engineering; BSc Mathematics,21829,29778,25803
495,Curriculum Developer,Cambridge University Press,Hybrid (Birmingham),Education,Part-time,Associate,7/30/2025,"Design curriculum materials, align learning outcomes and support high-quality educational content development. Key requirements include writing, research, presentation, and communication.","writing, research, presentation, communication, organisation",BA Education,BA Education; MSc Curriculum Studies; BA English; BSc Psychology,42119,61720,51919
496,Cybersecurity Analyst,BAE Systems,"York, UK",Cybersecurity,Contract,Entry Level,10/23/2025,"Monitor security events, investigate threats and support compliance and risk reduction across digital systems. Key requirements include siem, nist, iso 27001, and vulnerability assessment.","siem, nist, iso 27001, vulnerability assessment, incident response, osint",BSc Cybersecurity,BSc Cybersecurity; MSc Computer Science; BSc Information Technology; BEng Software Engineering,31398,43254,37326
497,QA Engineer,Sage,"Swansea, UK",Technology,Full-time,C-Suite,6/6/2025,"Test software releases, identify defects and support quality assurance processes across the development lifecycle. Key requirements include sql, agile, reporting, and git.","sql, agile, reporting, git, problem solving",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,99000,135000,117000
498,Social Worker,Local Authority,"Belfast, UK",Public Services,Part-time,Head of,9/21/2025,"Assess needs, safeguard vulnerable people and coordinate support plans across community or statutory services. Key requirements include safeguarding, communication, reporting, and confidentiality.","safeguarding, communication, reporting, confidentiality, decision making",BA Social Work,BA Social Work; MSc Psychology; BSc Sociology; BSc Health Sciences,55000,75000,65250
499,Charity Fundraiser,Oxfam,"Nottingham, UK",Nonprofit,Temporary,Associate,8/17/2025,"Develop fundraising campaigns, engage supporters and help secure income to support charitable programmes. Key requirements include communication, presentation, stakeholder engagement, and writing.","communication, presentation, stakeholder engagement, writing, research",BA Marketing,BA Marketing; MSc Strategic Communication; BA Business Management; MA Nonprofit Management,44028,74910,59469
500,UX/UI Designer,Monzo,"London, UK",Technology,Part-time,Graduate,5/8/2025,"Design user interfaces and user journeys that improve usability, accessibility and engagement across digital products. Key requirements include research, presentation, communication, and critical thinking.","research, presentation, communication, critical thinking",BSc User Experience Design,BSc User Experience Design; MA Graphic Design; BSc Digital Media; BSc Computer Science,31176,34215,32695
501,Project Engineer,Jacobs,"Bristol, UK",Engineering,Full-time,Entry Level,2/7/2025,"Coordinate engineering projects, monitor delivery milestones and support technical planning, reporting and stakeholder communication. Key requirements include stakeholder management, reporting, risk management, and communication.","stakeholder management, reporting, risk management, communication, organisation",BEng Engineering,BEng Mechanical Engineering; MEng Electrical Engineering; BEng Civil Engineering; BSc Project Management,26888,39351,33119
502,Education Coordinator,Pearson,"Newcastle, UK",Education,Temporary,C-Suite,5/26/2025,"Coordinate educational programmes, support stakeholders and maintain accurate records, communication and scheduling. Key requirements include organisation, communication, presentation, and stakeholder management.","organisation, communication, presentation, stakeholder management, reporting",BA Education,BA Education; MBA; BSc Psychology; BSc Sociology,49000,66000,57600
503,Investment Banker,JP Morgan,"Swansea, UK",Finance,Contract,Junior,4/3/2025,"Support transaction execution, financial analysis and client presentations across banking and capital markets activity. Key requirements include financial modelling, excel, risk analysis, and presentation.","financial modelling, excel, risk analysis, presentation, stakeholder management",BSc Finance,BSc Finance; MSc Economics; BSc Accounting; BSc Mathematics,36324,54264,45294
504,Financial Advisor,Aviva,"Hybrid, UK",Finance,Internship,Junior,12/23/2025,"Provide financial guidance, assess client needs and support planning decisions through clear communication and analysis. Key requirements include financial modelling, forecasting, communication, and risk analysis.","financial modelling, forecasting, communication, risk analysis, reporting",BSc Finance,BSc Finance; MSc Economics; BA Business Management; BSc Accounting,34000,46000,39600
505,Medical Technician,NHS,"Nottingham, UK",Healthcare,Contract,Manager,8/30/2025,"Support clinical services through equipment handling, sample preparation or diagnostic support while maintaining accurate records. Key requirements include patient care, clinical assessment, reporting, and communication.","patient care, clinical assessment, reporting, communication, teamwork",BSc Health Sciences,BSc Health Sciences; MSc Biomedical Science; BSc Biology; BSc Chemistry,34000,46000,40000
506,Data Scientist,Ocado,"Birmingham, UK",Data & Analytics,Part-time,Specialist,5/13/2025,"Analyse complex datasets, build predictive models and communicate insights to support evidence-based decision making. Key requirements include python, sql, machine learning, and statistics.","python, sql, machine learning, statistics, data analysis, research",BSc Data Science,BSc Data Science; MSc Computer Science; BSc Statistics; BSc Mathematics; PhD Data Science,67072,122775,94923
507,Fashion Designer,Next,"Newcastle, UK",Retail & Fashion,Part-time,Apprentice,1/2/2025,"Develop fashion concepts, support collections and collaborate across product and merchandising teams. Key requirements include presentation, research, communication, and organisation.","presentation, research, communication, organisation, critical thinking",BA Fashion Design,BA Fashion Design; MA Graphic Design; BSc Textiles; BA Marketing,19467,39713,29590
508,Actuary,Aviva,Hybrid (London),Insurance,Contract,C-Suite,2/28/2025,"Analyse risk, model financial outcomes and support pricing, reserving or long-term planning decisions. Key requirements include statistics, risk analysis, excel, and forecasting.","statistics, risk analysis, excel, forecasting, reporting",BSc Actuarial Science,BSc Actuarial Science; MSc Mathematics; BSc Statistics; BSc Economics,115000,155000,135000
509,Librarian,University Library,"Sheffield, UK",Education,Full-time,Senior,6/22/2025,"Support library services, manage information resources and help users access materials effectively and professionally. Key requirements include research, organisation, communication, and reporting.","research, organisation, communication, reporting, customer service",Bachelor of Library Science ,Bachelor of Library Science; MA English; BA History; BA Education,46000,62000,54000
510,Accountant (Chartered),Deloitte,"Liverpool, UK",Finance,Contract,Contract,1/28/2026,"Prepare financial statements, support audits and provide accurate reporting in line with accounting standards. Key requirements include ifrs, gaap, excel, and reporting.","ifrs, gaap, excel, reporting, forecasting",BSc Accounting,BSc Accounting; MSc Finance; BA Business Management; BSc Economics,43959,145964,94961
511,Content Strategist,Financial Times,"Reading, UK",Media & Publishing,Temporary,Associate,8/6/2025,"Plan and optimise content strategies that support audience growth, engagement and clear brand communication. Key requirements include content strategy, seo, writing, and research.","content strategy, seo, writing, research, communication",BA Marketing,BA Marketing; MSc Strategic Communication; BA English; BSc Digital Media,46825,73422,60123
512,Plumber,Homeserve,"Derry, UK",Engineering Services,Temporary,Specialist,4/24/2025,"Install and maintain plumbing systems, diagnose faults and complete repair work to required safety and quality standards. Key requirements include troubleshooting, problem solving, communication, and reporting.","troubleshooting, problem solving, communication, reporting, risk management",Level 2 Plumbing Diploma,Level 2 Plumbing Diploma; Water Regulations qualification; BEng Civil Engineering; MSc Building Services; BSc Construction Management,33000,45000,38850
513,Solicitor,Pinsent Masons,"Remote, UK",Legal,Temporary,Junior,11/8/2025,"Advise clients on legal matters, draft documents and support case or transaction work with strong attention to detail. Key requirements include legal research, contract drafting, compliance, and writing.","legal research, contract drafting, compliance, writing, communication",LLB Law,LLB Law; MA Criminology; BA Business Management; BA Politics,30318,65830,48074
514,Educational Psychologist,Local Authority,"Birmingham, UK",Education,Part-time,Specialist,9/24/2025,"Assess learning and developmental needs, support interventions and work with families and educators to improve outcomes. Key requirements include clinical assessment, communication, safeguarding, and research.","clinical assessment, communication, safeguarding, research, reporting",BSc Psychology,BSc Psychology; MSc Educational Psychology; BA Education; BSc Health Sciences,65404,116948,91176
515,Marketing Executive,ASOS,"Oxford, UK",Marketing,Temporary,Senior,9/5/2025,"Support campaign planning and execution across digital channels, using insight to improve performance and reach. Key requirements include seo, ppc, google analytics, and content strategy.","seo, ppc, google analytics, content strategy, communication",BA Marketing,BA Marketing; MSc Strategic Communication; BA Business Management; BSc Digital Media,36000,48000,42000
516,HR Specialist,Unilever,"Leeds, UK",Human Resources,Contract,Manager,7/16/2025,"Support recruitment, employee relations and HR administration while maintaining accurate records and confidential processes. Key requirements include communication, stakeholder management, reporting, and confidentiality.","communication, stakeholder management, reporting, confidentiality, organisation",BA Human Resource Management,BA Human Resource Management; MBA; BSc Psychology; BSc Management,65408,101776,83592
517,UX/UI Designer,BBC,"York, UK",Technology,Full-time,Senior,5/6/2025,"Design user interfaces and user journeys that improve usability, accessibility and engagement across digital products. Key requirements include research, presentation, communication, and critical thinking.","research, presentation, communication, critical thinking",BSc User Experience Design,BSc User Experience Design; MA Graphic Design; BSc Digital Media; BSc Computer Science,71743,120111,95927
518,Environmental Scientist,AECOM,"Leeds, UK",Environmental Services,Part-time,Head of,1/31/2026,"Conduct environmental assessments, interpret data and support sustainable project or policy decisions. Key requirements include research, data analysis, reporting, and risk management.","research, data analysis, reporting, risk management, communication",BSc Environmental Science,BSc Environmental Science; MSc Biology; BSc Chemistry; BSc Geography; PhD Environmental Science,52000,70000,60900
519,Management Consultant,Accenture,Remote (Global),Business Consulting,Full-time,Senior,2/24/2025,"Analyse business problems, structure recommendations and support transformation or strategy projects for clients. Key requirements include stakeholder management, presentation, business analysis, and strategic planning.","stakeholder management, presentation, business analysis, strategic planning, communication",BA Business Management,BA Business Management; MSc Management; BSc Economics; BSc Computer Science,79536,115077,97306
520,Surveyor,Savills,"Liverpool, UK",Real Estate,Temporary,Senior,3/26/2025,"Inspect sites and assets, prepare reports and support valuation, planning or project delivery activities. Key requirements include reporting, risk management, research, and communication.","reporting, risk management, research, communication, stakeholder management",BSc Surveying,BSc Surveying; MEng Civil Engineering; BSc Real Estate; BArch Architecture,73310,100762,87036
521,Surveyor,JLL,"Liverpool, UK",Real Estate,Full-time,Associate,2/9/2025,"Inspect sites and assets, prepare reports and support valuation, planning or project delivery activities. Key requirements include reporting, risk management, research, and communication.","reporting, risk management, research, communication, stakeholder management",BSc Surveying,BSc Surveying; MEng Civil Engineering; BSc Real Estate; BArch Architecture,40232,60220,50226
522,Community Manager,The Guardian,"Milton Keynes, UK",Marketing,Internship,Entry Level,11/11/2025,"Manage online communities, support audience engagement and help shape brand communication across digital channels. Key requirements include communication, content strategy, stakeholder engagement, and writing.","communication, content strategy, stakeholder engagement, writing, research",BA Marketing,BA Marketing; MSc Strategic Communication; BA Business Management; BSc Digital Media,26888,42161,34524
523,Structural Engineer,Arup,"Exeter, UK",Engineering,Full-time,Manager,11/10/2025,"Design and assess structural systems, produce technical documentation and support safe, compliant construction outcomes. Key requirements include cad, revit, fea, and problem solving.","cad, revit, fea, problem solving, reporting",BEng Civil Engineering,BEng Civil Engineering; MEng Structural Engineering; BArch Architecture; BEng Mechanical Engineering,58000,79000,68750
524,HR Specialist,NHS,"Bristol, UK",Human Resources,Temporary,Entry Level,10/4/2025,"Support recruitment, employee relations and HR administration while maintaining accurate records and confidential processes. Key requirements include communication, stakeholder management, reporting, and confidentiality.","communication, stakeholder management, reporting, confidentiality, organisation",BA Human Resource Management,BA Human Resource Management; MBA; BSc Psychology; BSc Management,25598,29340,27469
525,Policy Advisor,Local Authority,"Plymouth, UK",Public Policy,Contract,Senior,2/18/2025,"Develop evidence-based policy recommendations and support stakeholder engagement, briefing and programme delivery. Key requirements include research, writing, presentation, and stakeholder management.","research, writing, presentation, stakeholder management, communication",BA Politics,BA Politics; MSc Economics; LLB Law; BSc Public Policy,78356,124753,101554
526,Physiotherapist,NHS,"Leeds, UK",Healthcare,Contract,Senior,3/1/2025,"Assess movement and function, deliver rehabilitation plans and support patient recovery through evidence-based care. Key requirements include patient care, clinical assessment, communication, and reporting.","patient care, clinical assessment, communication, reporting, teamwork",BSc Physiotherapy,BSc Physiotherapy; MSc Health Sciences; BSc Sports Science; BSc Nursing,43000,58000,50400
527,Systems Administrator,NHS Digital,"Reading, UK",Technology,Full-time,Senior,11/7/2025,"Maintain server environments, support users and ensure systems are secure, stable and well documented. Key requirements include linux, bash, aws, and azure.","linux, bash, aws, azure, troubleshooting",BSc Information Technology,BSc Information Technology; MSc Computer Science; BEng Software Engineering; BSc Cybersecurity,78804,105465,92134
528,Data Scientist,DeepMind,"Aberdeen, UK",Data & Analytics,Part-time,Associate,2/7/2025,"Analyse complex datasets, build predictive models and communicate insights to support evidence-based decision making. Key requirements include python, sql, machine learning, and statistics.","python, sql, machine learning, statistics, data analysis, research",BSc Data Science,BSc Data Science; MSc Computer Science; BSc Statistics; BSc Mathematics; PhD Data Science,43967,62185,53076
